"","dates","machineID","volt","rotate","pressure","vibration","dates.errors","type1s","type2s","type3s","type4s","type5s","dates.failures","comp1s","comp2s","comp3s","comp4s"
"168","2015-07-08 00:00:00","1","156.4885","419.5711","78.08369","38.62111","2015-07-08 00:00:00","0","0","0","0","0","2015-07-08 00:00:00","0","0","0","0"
"169","2015-07-08 01:00:00","1","168.6153","469.464","104.22921","38.89004","2015-07-08 01:00:00","0","0","0","0","0","2015-07-08 01:00:00","0","0","0","0"
"170","2015-07-08 02:00:00","1","148.2813","461.7132","89.76856","41.53604","2015-07-08 02:00:00","0","0","1","0","0","2015-07-08 02:00:00","0","0","0","0"
"171","2015-07-08 03:00:00","1","158.8325","428.924","99.08215","37.78364","2015-07-08 03:00:00","1","0","0","0","0","2015-07-08 03:00:00","0","0","0","0"
"172","2015-07-08 04:00:00","1","176.6992","418.648","111.77516","42.99663","2015-07-08 04:00:00","0","0","0","0","0","2015-07-08 04:00:00","0","0","0","0"
"173","2015-07-08 05:00:00","1","182.2381","528.3261","99.25135","32.40773","2015-07-08 05:00:00","0","0","0","0","0","2015-07-08 05:00:00","0","0","0","0"
"174","2015-07-08 06:00:00","1","181.1792","446.0549","105.11071","33.71217","2015-07-08 06:00:00","5","3","3","4","4","2015-07-08 06:00:00","4","4","4","0"
"175","2015-07-08 07:00:00","1","176.5908","390.801","92.2657","45.29534","2015-07-08 07:00:00","0","0","1","0","0","2015-07-08 07:00:00","0","0","0","0"
"176","2015-07-08 08:00:00","1","179.0493","404.5051","87.26711","39.90781","2015-07-08 08:00:00","0","0","0","0","0","2015-07-08 08:00:00","0","0","0","0"
"177","2015-07-08 09:00:00","1","198.3112","499.2897","111.84129","39.52686","2015-07-08 09:00:00","0","0","0","0","0","2015-07-08 09:00:00","0","0","0","0"
"178","2015-07-08 10:00:00","1","160.0582","449.5553","113.83596","31.55353","2015-07-08 10:00:00","0","0","0","0","0","2015-07-08 10:00:00","0","0","0","0"
"179","2015-07-08 11:00:00","1","176.0327","401.2892","90.07783","37.92447","2015-07-08 11:00:00","0","0","1","0","0","2015-07-08 11:00:00","0","0","0","0"
"180","2015-07-08 12:00:00","1","198.073","514.502","85.62056","38.76248","2015-07-08 12:00:00","0","0","0","0","0","2015-07-08 12:00:00","0","0","0","0"
"181","2015-07-08 13:00:00","1","147.2891","508.1489","101.26133","45.1391","2015-07-08 13:00:00","0","1","0","0","0","2015-07-08 13:00:00","0","0","0","0"
"182","2015-07-08 14:00:00","1","171.3847","469.8126","113.61969","37.61976","2015-07-08 14:00:00","0","0","0","0","0","2015-07-08 14:00:00","0","0","0","0"
"183","2015-07-08 15:00:00","1","171.2431","510.6387","92.4303","41.72","2015-07-08 15:00:00","0","0","0","0","0","2015-07-08 15:00:00","0","0","0","0"
"184","2015-07-08 16:00:00","1","163.5731","548.7418","106.11435","42.46703","2015-07-08 16:00:00","0","0","0","0","0","2015-07-08 16:00:00","0","0","0","0"
"185","2015-07-08 17:00:00","1","148.5343","484.071","112.96121","38.14741","2015-07-08 17:00:00","0","0","0","0","0","2015-07-08 17:00:00","0","0","0","0"
"186","2015-07-08 18:00:00","1","175.4671","403.4521","105.68471","33.32674","2015-07-08 18:00:00","0","0","0","0","0","2015-07-08 18:00:00","0","0","0","0"
"187","2015-07-08 19:00:00","1","170.6554","420.3754","91.8893","41.71177","2015-07-08 19:00:00","1","0","0","0","0","2015-07-08 19:00:00","0","0","0","0"
"188","2015-07-08 20:00:00","1","149.568","469.7982","83.74387","38.22957","2015-07-08 20:00:00","0","0","1","0","0","2015-07-08 20:00:00","0","0","0","0"
"189","2015-07-08 21:00:00","1","154.9662","354.1857","103.79866","37.76757","2015-07-08 21:00:00","0","0","0","0","0","2015-07-08 21:00:00","0","0","0","0"
"190","2015-07-08 22:00:00","1","172.8298","393.5151","103.10043","50.00533","2015-07-08 22:00:00","0","0","0","1","0","2015-07-08 22:00:00","0","0","0","0"
"191","2015-07-08 23:00:00","1","184.8191","486.6262","93.77616","42.61334","2015-07-08 23:00:00","1","0","0","0","0","2015-07-08 23:00:00","0","0","0","0"
"192","2015-07-09 00:00:00","1","162.6276","468.0351","106.71801","43.14597","2015-07-09 00:00:00","0","1","0","0","0","2015-07-09 00:00:00","0","0","0","0"
"193","2015-07-09 01:00:00","1","177.0222","395.2423","101.09079","42.0748","2015-07-09 01:00:00","0","0","0","0","0","2015-07-09 01:00:00","0","0","0","0"
"194","2015-07-09 02:00:00","1","153.0862","519.8986","95.96802","34.29485","2015-07-09 02:00:00","0","1","0","0","0","2015-07-09 02:00:00","0","0","0","0"
"195","2015-07-09 03:00:00","1","164.6756","463.5175","103.00113","41.6005","2015-07-09 03:00:00","0","0","0","0","0","2015-07-09 03:00:00","0","0","0","0"
"196","2015-07-09 04:00:00","1","174.1323","415.9193","103.31931","42.4255","2015-07-09 04:00:00","0","0","0","0","0","2015-07-09 04:00:00","0","0","0","0"
"197","2015-07-09 05:00:00","1","171.9474","495.2433","82.90586","34.94014","2015-07-09 05:00:00","0","1","0","0","0","2015-07-09 05:00:00","0","0","0","0"
"198","2015-07-09 06:00:00","1","144.5632","454.581","99.72491","42.46931","2015-07-09 06:00:00","11","6","6","1","4","2015-07-09 06:00:00","5","3","4","4"
"199","2015-07-09 07:00:00","1","171.6051","409.3056","101.16681","36.35334","2015-07-09 07:00:00","0","0","0","0","0","2015-07-09 07:00:00","0","0","0","0"
"200","2015-07-09 08:00:00","1","199.1898","393.9973","92.43669","30.96006","2015-07-09 08:00:00","0","0","0","0","0","2015-07-09 08:00:00","0","0","0","0"
"201","2015-07-09 09:00:00","1","158.443","418.4763","101.97246","42.66171","2015-07-09 09:00:00","0","0","0","0","0","2015-07-09 09:00:00","0","0","0","0"
"202","2015-07-09 10:00:00","1","195.3873","500.9921","98.3341","38.91924","2015-07-09 10:00:00","0","0","0","0","0","2015-07-09 10:00:00","0","0","0","0"
"203","2015-07-09 11:00:00","1","178.374","393.0833","103.49217","42.865","2015-07-09 11:00:00","0","0","0","1","0","2015-07-09 11:00:00","0","0","0","0"
"204","2015-07-09 12:00:00","1","200.9953","396.1153","106.34523","39.94458","2015-07-09 12:00:00","0","0","0","0","0","2015-07-09 12:00:00","0","0","0","0"
"205","2015-07-09 13:00:00","1","170.0585","487.9592","90.91442","43.58086","2015-07-09 13:00:00","0","0","0","1","0","2015-07-09 13:00:00","0","0","0","0"
"206","2015-07-09 14:00:00","1","189.3857","460.9451","121.63138","34.04289","2015-07-09 14:00:00","0","0","0","0","0","2015-07-09 14:00:00","0","0","0","0"
"207","2015-07-09 15:00:00","1","190.1952","403.8338","93.96131","34.87648","2015-07-09 15:00:00","0","0","0","0","0","2015-07-09 15:00:00","0","0","0","0"
"208","2015-07-09 16:00:00","1","173.109","457.9205","83.81666","38.79132","2015-07-09 16:00:00","0","0","1","0","0","2015-07-09 16:00:00","0","0","0","0"
"209","2015-07-09 17:00:00","1","196.9669","431.8682","92.47816","46.89428","2015-07-09 17:00:00","0","1","0","0","0","2015-07-09 17:00:00","0","0","0","0"
"210","2015-07-09 18:00:00","1","162.7538","502.8602","103.75198","42.09201","2015-07-09 18:00:00","0","0","0","0","0","2015-07-09 18:00:00","0","0","0","0"
"211","2015-07-09 19:00:00","1","149.6167","517.7947","95.60462","40.94207","2015-07-09 19:00:00","0","0","0","0","0","2015-07-09 19:00:00","0","0","0","0"
"212","2015-07-09 20:00:00","1","184.3051","461.6005","93.19793","44.98832","2015-07-09 20:00:00","0","0","0","0","0","2015-07-09 20:00:00","0","0","0","0"
"213","2015-07-09 21:00:00","1","196.7431","357.2901","109.54458","40.12823","2015-07-09 21:00:00","0","0","1","0","0","2015-07-09 21:00:00","0","0","0","0"
"214","2015-07-09 22:00:00","1","166.657","436.095","109.82421","34.41102","2015-07-09 22:00:00","0","0","0","0","0","2015-07-09 22:00:00","0","0","0","0"
"215","2015-07-09 23:00:00","1","192.1538","450.3561","117.47405","35.26173","2015-07-09 23:00:00","1","0","0","0","0","2015-07-09 23:00:00","0","0","0","0"
"216","2015-07-10 00:00:00","1","171.0745","480.1805","89.36156","40.17131","2015-07-10 00:00:00","0","0","0","0","0","2015-07-10 00:00:00","0","0","0","0"
"217","2015-07-10 01:00:00","1","181.8557","425.7293","94.36893","31.90956","2015-07-10 01:00:00","1","1","0","0","0","2015-07-10 01:00:00","0","0","0","0"
"218","2015-07-10 02:00:00","1","177.9131","503.03","96.42473","46.31482","2015-07-10 02:00:00","0","1","0","0","0","2015-07-10 02:00:00","0","0","0","0"
"219","2015-07-10 03:00:00","1","180.809","497.5252","114.52959","41.49711","2015-07-10 03:00:00","1","1","0","0","0","2015-07-10 03:00:00","0","0","0","0"
"220","2015-07-10 04:00:00","1","174.4032","446.63","95.61766","31.0691","2015-07-10 04:00:00","0","0","0","0","0","2015-07-10 04:00:00","0","0","0","0"
"221","2015-07-10 05:00:00","1","168.6793","476.6271","93.2739","37.92537","2015-07-10 05:00:00","0","0","0","0","0","2015-07-10 05:00:00","0","0","0","0"
"222","2015-07-10 06:00:00","1","179.0474","334.2092","116.17931","30.49036","2015-07-10 06:00:00","4","6","6","3","7","2015-07-10 06:00:00","11","6","1","4"
"223","2015-07-10 07:00:00","1","144.621","464.8888","102.50564","46.47922","2015-07-10 07:00:00","0","1","0","0","0","2015-07-10 07:00:00","0","0","0","0"
"224","2015-07-10 08:00:00","1","186.4507","450.2385","85.21428","36.90626","2015-07-10 08:00:00","0","0","0","0","0","2015-07-10 08:00:00","0","0","0","0"
"225","2015-07-10 09:00:00","1","197.9961","456.0329","107.10038","41.25105","2015-07-10 09:00:00","0","0","0","0","0","2015-07-10 09:00:00","0","0","0","0"
"226","2015-07-10 10:00:00","1","156.2005","481.1295","98.60837","45.57188","2015-07-10 10:00:00","0","0","0","0","0","2015-07-10 10:00:00","0","0","0","0"
"227","2015-07-10 11:00:00","1","175.2844","474.7402","105.34546","43.75487","2015-07-10 11:00:00","0","0","0","0","0","2015-07-10 11:00:00","0","0","0","0"
"228","2015-07-10 12:00:00","1","146.4584","424.8161","91.47866","42.52595","2015-07-10 12:00:00","0","0","1","0","0","2015-07-10 12:00:00","0","0","0","0"
"229","2015-07-10 13:00:00","1","154.4507","388.0889","92.52317","36.41489","2015-07-10 13:00:00","0","0","0","0","0","2015-07-10 13:00:00","0","0","0","0"
"230","2015-07-10 14:00:00","1","156.7058","465.5669","93.76259","39.34403","2015-07-10 14:00:00","0","1","0","0","0","2015-07-10 14:00:00","0","0","0","0"
"231","2015-07-10 15:00:00","1","159.6737","509.4933","106.50154","38.46728","2015-07-10 15:00:00","0","0","1","0","0","2015-07-10 15:00:00","0","0","0","0"
"232","2015-07-10 16:00:00","1","169.827","362.7667","101.38427","44.93131","2015-07-10 16:00:00","0","0","0","0","0","2015-07-10 16:00:00","0","0","0","0"
"233","2015-07-10 17:00:00","1","181.4353","515.8551","129.18887","45.13331","2015-07-10 17:00:00","1","0","0","1","0","2015-07-10 17:00:00","0","0","0","0"
"234","2015-07-10 18:00:00","1","161.9149","374.6445","95.9394","42.12523","2015-07-10 18:00:00","0","0","0","0","0","2015-07-10 18:00:00","0","0","0","0"
"235","2015-07-10 19:00:00","1","180.2471","414.8609","87.92551","30.44205","2015-07-10 19:00:00","0","0","0","0","0","2015-07-10 19:00:00","0","0","0","0"
"236","2015-07-10 20:00:00","1","164.1194","372.5693","109.92362","37.50772","2015-07-10 20:00:00","0","0","0","0","0","2015-07-10 20:00:00","0","0","0","0"
"237","2015-07-10 21:00:00","1","159.7385","482.1755","117.59899","36.42259","2015-07-10 21:00:00","0","0","0","0","0","2015-07-10 21:00:00","0","0","0","0"
"238","2015-07-10 22:00:00","1","167.2652","421.2922","123.37318","43.11661","2015-07-10 22:00:00","0","0","0","0","0","2015-07-10 22:00:00","0","0","0","0"
"239","2015-07-10 23:00:00","1","162.3371","486.1716","93.70276","40.98555","2015-07-10 23:00:00","0","0","0","0","0","2015-07-10 23:00:00","0","0","0","0"
"240","2015-07-11 00:00:00","1","156.3373","450.9525","95.44272","36.71424","2015-07-11 00:00:00","0","0","0","0","0","2015-07-11 00:00:00","0","0","0","0"
"241","2015-07-11 01:00:00","1","157.3751","418.9726","111.41","41.5205","2015-07-11 01:00:00","0","0","0","0","0","2015-07-11 01:00:00","0","0","0","0"
"242","2015-07-11 02:00:00","1","156.0429","497.1823","103.22785","51.79689","2015-07-11 02:00:00","0","0","0","0","0","2015-07-11 02:00:00","0","0","0","0"
"243","2015-07-11 03:00:00","1","150.6176","440.4933","77.52052","47.94621","2015-07-11 03:00:00","0","0","1","0","0","2015-07-11 03:00:00","0","0","0","0"
"244","2015-07-11 04:00:00","1","169.0209","431.637","94.17135","49.02891","2015-07-11 04:00:00","0","0","0","0","0","2015-07-11 04:00:00","0","0","0","0"
"245","2015-07-11 05:00:00","1","190.5532","476.4153","98.57983","34.61974","2015-07-11 05:00:00","0","0","0","0","0","2015-07-11 05:00:00","0","0","0","0"
"246","2015-07-11 06:00:00","1","156.2899","452.9188","88.60108","32.18824","2015-07-11 06:00:00","3","5","5","4","1","2015-07-11 06:00:00","4","6","3","7"
"247","2015-07-11 07:00:00","1","167.7301","438.9413","104.85591","33.64958","2015-07-11 07:00:00","0","0","0","0","0","2015-07-11 07:00:00","0","0","0","0"
"248","2015-07-11 08:00:00","1","194.5253","496.9435","97.2936","41.5357","2015-07-11 08:00:00","0","0","0","0","0","2015-07-11 08:00:00","0","0","0","0"
"249","2015-07-11 09:00:00","1","165.3691","393.5094","109.17001","39.52596","2015-07-11 09:00:00","0","0","0","0","0","2015-07-11 09:00:00","0","0","0","0"
"250","2015-07-11 10:00:00","1","183.785","439.6295","88.56057","37.78844","2015-07-11 10:00:00","0","0","0","0","0","2015-07-11 10:00:00","0","0","0","0"
"251","2015-07-11 11:00:00","1","181.6812","451.6819","116.45416","47.51942","2015-07-11 11:00:00","0","0","0","0","0","2015-07-11 11:00:00","0","0","0","0"
"252","2015-07-11 12:00:00","1","141.0807","539.3199","126.91601","43.63489","2015-07-11 12:00:00","0","0","1","0","0","2015-07-11 12:00:00","0","0","0","0"
"253","2015-07-11 13:00:00","1","160.662","507.6351","106.16841","37.16746","2015-07-11 13:00:00","0","0","0","0","0","2015-07-11 13:00:00","0","0","0","0"
"254","2015-07-11 14:00:00","1","159.7632","444.7941","125.60028","41.49955","2015-07-11 14:00:00","0","0","0","0","0","2015-07-11 14:00:00","0","0","0","0"
"255","2015-07-11 15:00:00","1","176.9788","454.1415","99.41961","41.37528","2015-07-11 15:00:00","1","0","0","0","0","2015-07-11 15:00:00","0","0","0","0"
"256","2015-07-11 16:00:00","1","189.3856","467.9706","93.9174","37.60644","2015-07-11 16:00:00","0","0","0","0","0","2015-07-11 16:00:00","0","0","0","0"
"257","2015-07-11 17:00:00","1","183.5847","439.2464","94.93042","43.09007","2015-07-11 17:00:00","0","0","0","0","0","2015-07-11 17:00:00","0","0","0","0"
"258","2015-07-11 18:00:00","1","175.9404","472.1079","96.72717","43.80555","2015-07-11 18:00:00","0","0","0","0","0","2015-07-11 18:00:00","0","0","0","0"
"259","2015-07-11 19:00:00","1","143.5826","353.6512","92.34516","44.5128","2015-07-11 19:00:00","0","0","0","0","0","2015-07-11 19:00:00","0","0","0","0"
"260","2015-07-11 20:00:00","1","179.2156","420.37","91.55623","35.31542","2015-07-11 20:00:00","0","0","0","0","0","2015-07-11 20:00:00","0","0","0","0"
"261","2015-07-11 21:00:00","1","154.3912","412.9492","97.68892","41.724","2015-07-11 21:00:00","0","0","0","0","0","2015-07-11 21:00:00","0","0","0","0"
"262","2015-07-11 22:00:00","1","153.4342","429.5906","94.0924","30.54405","2015-07-11 22:00:00","0","0","0","0","0","2015-07-11 22:00:00","0","0","0","0"
"263","2015-07-11 23:00:00","1","158.808","450.5582","111.14198","41.34476","2015-07-11 23:00:00","1","0","0","0","0","2015-07-11 23:00:00","0","0","0","0"
"264","2015-07-12 00:00:00","1","159.7981","457.7997","84.76088","43.70904","2015-07-12 00:00:00","0","0","0","0","0","2015-07-12 00:00:00","0","0","0","0"
"265","2015-07-12 01:00:00","1","188.3254","500.2457","110.79196","38.18455","2015-07-12 01:00:00","0","0","1","1","0","2015-07-12 01:00:00","0","0","0","0"
"266","2015-07-12 02:00:00","1","161.1039","439.2024","98.3531","39.93333","2015-07-12 02:00:00","0","0","0","0","0","2015-07-12 02:00:00","0","0","0","0"
"267","2015-07-12 03:00:00","1","200.7482","547.354","95.88422","32.20616","2015-07-12 03:00:00","0","0","0","1","0","2015-07-12 03:00:00","0","0","0","0"
"268","2015-07-12 04:00:00","1","183.0767","467.848","106.28412","28.36166","2015-07-12 04:00:00","0","0","0","0","0","2015-07-12 04:00:00","0","0","0","0"
"269","2015-07-12 05:00:00","1","163.6477","538.4008","98.92291","45.41596","2015-07-12 05:00:00","0","0","0","0","0","2015-07-12 05:00:00","0","0","0","0"
"270","2015-07-12 06:00:00","1","155.782","474.8314","121.68481","43.6185","2015-07-12 06:00:00","2","5","5","2","2","2015-07-12 06:00:00","3","5","4","1"
"271","2015-07-12 07:00:00","1","173.7028","459.2383","105.16734","33.12411","2015-07-12 07:00:00","0","0","0","0","1","2015-07-12 07:00:00","0","0","0","0"
"272","2015-07-12 08:00:00","1","167.6969","434.0375","97.84101","43.08298","2015-07-12 08:00:00","0","0","0","0","0","2015-07-12 08:00:00","0","0","0","0"
"273","2015-07-12 09:00:00","1","214.3351","595.8709","105.25133","36.95525","2015-07-12 09:00:00","0","0","0","0","0","2015-07-12 09:00:00","0","0","0","0"
"274","2015-07-12 10:00:00","1","152.3763","524.3151","122.24392","38.81867","2015-07-12 10:00:00","0","0","0","0","0","2015-07-12 10:00:00","0","0","0","0"
"275","2015-07-12 11:00:00","1","185.4823","431.0401","89.91863","44.18769","2015-07-12 11:00:00","0","0","0","0","0","2015-07-12 11:00:00","0","0","0","0"
"276","2015-07-12 12:00:00","1","163.2944","411.8452","97.487","45.98841","2015-07-12 12:00:00","0","0","0","0","0","2015-07-12 12:00:00","0","0","0","0"
"277","2015-07-12 13:00:00","1","207.7635","394.4764","93.31771","44.18382","2015-07-12 13:00:00","0","0","0","0","0","2015-07-12 13:00:00","0","0","0","0"
"278","2015-07-12 14:00:00","1","175.1194","428.0666","103.20146","44.49608","2015-07-12 14:00:00","0","0","1","0","0","2015-07-12 14:00:00","0","0","0","0"
"279","2015-07-12 15:00:00","1","170.1475","372.0977","99.92277","36.31029","2015-07-12 15:00:00","1","0","0","0","0","2015-07-12 15:00:00","0","0","0","0"
"280","2015-07-12 16:00:00","1","173.2855","428.2183","108.05073","44.2847","2015-07-12 16:00:00","0","1","0","0","0","2015-07-12 16:00:00","0","0","0","0"
"281","2015-07-12 17:00:00","1","188.1256","518.4301","112.62384","51.95135","2015-07-12 17:00:00","0","0","0","0","0","2015-07-12 17:00:00","0","0","0","0"
"282","2015-07-12 18:00:00","1","167.6761","450.7535","87.49052","43.45802","2015-07-12 18:00:00","0","0","0","0","0","2015-07-12 18:00:00","0","0","0","0"
"283","2015-07-12 19:00:00","1","186.5356","471.0086","87.41602","30.73493","2015-07-12 19:00:00","0","0","2","0","0","2015-07-12 19:00:00","0","0","0","0"
"284","2015-07-12 20:00:00","1","196.2276","437.9516","118.74157","38.52449","2015-07-12 20:00:00","0","0","0","0","0","2015-07-12 20:00:00","0","0","0","0"
"285","2015-07-12 21:00:00","1","173.1125","385.8146","84.06332","40.25309","2015-07-12 21:00:00","0","1","0","2","0","2015-07-12 21:00:00","0","0","0","0"
"286","2015-07-12 22:00:00","1","181.7201","407.9119","102.91929","43.81085","2015-07-12 22:00:00","0","0","0","0","0","2015-07-12 22:00:00","0","0","0","0"
"287","2015-07-12 23:00:00","1","161.1961","434.6789","104.37005","39.9225","2015-07-12 23:00:00","0","0","0","0","0","2015-07-12 23:00:00","0","0","0","0"
"288","2015-07-13 00:00:00","1","143.309","404.2657","111.39288","33.2147","2015-07-13 00:00:00","0","0","0","0","0","2015-07-13 00:00:00","0","0","0","0"
